	kippen	mijn	vriend	bloemen	spinnen	machines	werk	op	schip	kregen	beschimmeld	brood	timmerman	splinter	vinger	fabriek	vier	bier	twee	drie	hij	knuppel	ik	knie	gezien	ragebol	pet	paddestoel	kerel	brede	stenen	breder	breedste	standbeeld	duivel	gebleven	meester	zee	graag	keelpijn	steel	bezem	neen	geroepen	peer	rijp	geld	ver	brengen	vrouw	zwemmen	sterk	bed	optillen	metselaar	springen	boterham	vader	zes	jaar	school	laten	gaan	water	potten	zijn	veel	maart	nog	koud	kaars	geeft	licht	paard	tegen	zwaluwen	kaas	motor	dag	avond	jongetje	barst	brief	hart	spannen	nieuwe	kar	zoon	koning	ook	geweest	rozen	lange	woord	kindje	was	dochtertje	bos	ladder	mond	droog	dorst	weg	krom	liedje	goed	kelder	voor	moest	ossenbloed	drinken	broer	moe	karnemelk	dun	zuur	put	uur	Italië	bergen	vuur	spuwen	duwen	hebben	stuk	brug	veulen	komen	deur	naaien	gras	brouwer	bakken	je	eieren	krijgen	markt	waren	vijf	eikels	hooi	is	groen	boompje	wijn	huis	melk	spuit	koe	koster	kruiwagen	buigen	Duitsers	blauw	geslagen	saus	flauw	sneeuw	stad	doen	dopen	doopvont	soldaten	dorsen	binden	gebonden
Zierikzee	tjukən	məŋ	kɑmrɔt	blʊmən	spinə	mɑʃinəs	wærək	ʊp	sxɪp	kreɣə	bəsxɪməld	bruʊt	tɪmərmɑn	splɪntər	vɪŋər	fɑbrik	vir	bir	twɪə	dri	i	klɪpəl	ɪk	kni	ɣəzi	kʊpəspɪveɣər	pætə	oʃɪzbruət	kærəl	brɪə	stɪənən	brɪər	brɪəstə	stɑmbelt	dyvəl	ɣəblevə	mɪəstər		ɣræx	pinɪnzəŋkeilə	stelə	bezəm	nejə	ɣərupə	perə	ripə	ɣælt	færə	briŋə	vrɑwə	zwæmə	stærək	bæt	ʊplɪxtə	mæsəlɛər	spriŋə	botrɑm	vɔdər	zæs	jɛr	sxolə	lɛtə	ɣɛ	wætər	pʊtən	bɛn	fe	mɛərtə	nɔx	kɔut	kæəsə	ɣei	lɪxt	pæərt	teɣən	zwælys	kæs	motɔr	dɑx	ævənt	jʊŋətjə	sxørə	brif	ɑrtə	spɑnə	niwə	kɑrə	zønə	konəŋ	ɔk	xəwest	rozən	lɑŋə	wort	kɪntjə	wɑz	dɔxtərtjə	bʊs	lɑdər	mʊnt	drɔx	dʊst	wæx	krʊm	litjə	xut	kældər	fo	mʊst		driŋkə	brur	muj	kærəmɛlək	dʏn	zyr	pɪt	yrə	itɑlɪjə	bærəɣən	vir	spyɣə	dɑwə	æ	stɪk	brʏɣə	kɑxəltjə	kʊmə	dørə	nʊjə	ɣrɑs	brɑwər	bɑkə	jə	ajərs	kriɣə	mɑrt	wærə	vyf	ɛikəls	oij	ɪz	xrun	bɔmpjə	win	ys	mælək	spœyt	kujə	kʊstər	kʊrəwæɣən	byɣə	dœsərs	blɔw	ɣəsloɣə	sɔusə	flɔw	snɪə	stɑt	du	dɔpən	dɔpbəkən	sɔldɔətn	dʊsə	bɪndə	ɣəbʊndə
Steenbergen		mɛnə	vʀɪnt				wæʀək	ɔp	sxɪp	kʀeɣə		bʀot			vɪŋəʀ		fiʀ	biʀ	twɛ	dʀi	ɛ	knʏpl	ɪk	kni	ɣəzin				keʀəlvɛnt		stiənə	bʀejəʀ			lysifɛʀ	ɣəblevə	miəstəʀ	ze	ɣʀɔx		stel	bɛsəm		ɣəʀopə	peʀ	ʀɛip	ɣɛlt	fɛʀ	bʀɛŋə		zwɛmə		bɛt			spʀɪŋən		vɑdər	zɛs	jɑʀ	sxol	lɑtə	ɣɑn		pʊtə	zæn	fel	mɑʀt	nɔx	kɔut	kɛskə	ɣef	lɪxt	pɛəʀt	teɣə		kɛəs		dɑx	ɔvət		sxør	briv	hɑʀt	spɑnə	nywə	kaʀ	zøn	koŋəŋ	ɔk	xəwist		laŋə	woʀt	kintjə	waz	kint	bɔs	liəʀ	mʊnt	dʀox	dɔʀst	wɛx	kʀʊm	litjə	xut	kɛldəʀ	foʀ	mus		dʀɪŋkən	bʀuʀ	muj		dʏn	zyʀ	pʏt	yʀ			vyʀ		dɔwə	ɛbə	stʏk	bʀʏɣ	følən	kʊmə	døʀ		ɣʀas		bakə	jə	ɛjəʀs	kʀɛɣən		wɔʀəwɑʀə	vɛif		oj	ɪs	xʀun	bʊmkə	wɛn	œz	mɛlək		kuj	kɔstəʀ		bœɣə		blɑuw	ɣəsloɣə	souz	flauw	snɪəw		dun	dʊpə			dʏsə	bɪnɪ	
Westkapelle		mə	vrintkɑmərʊət				wærək	ɔp	sxɪp	kreɣə		brot			viŋər		fir	bir	twe	dri	i	knɪpəl	k	kni	əzi				kærəl		sten	brejər			dyvəl	əblevɪ	mɪstər	ze	ɣrʊx		stel	bʏzəm		əropə	per	ripɪ	xæld	fɔrə	stirɪbriŋɪ		zwæm		bæd			spriŋə		vʊdər	zɛz	jar	sxolə	lætə	ɣæ		pʊtəm	bɛn	fe	mært	nɔx	kɔut	kæsə	ɣeft	lɪxt	pært	teɣə		kæs		dɑxə	ævənt		bʊst	brif	ɔrtə	spɑnə	niwə	kɔrə	zœnə	koniŋk	ɔk	əwɪst		lɑŋə	wort	kɪndkɪnətjə	wɑz	dɔxtərtjɪ	bʊz	lɑdər	mʊnt	droəɣə	dɔst	wæɣ	krʊm	væʃjə	xut	kældər	fo			trɪŋkə	brur	mu		dɪnə	zyr	pɪt	yrə			vir		dɑwə	æ	stɪk	brʏɣə	kɑxəltjɪ	kʊmə	dørə		ɣʊzə		bɑkɪ	jɪ	ajərs	kriɣə		wærəwɔs	vyf		oj	ɪz	xrun	bomtjə	win	yz	malək	spœyt	ku	kʊstər		byɣə		blɑw	əsloɣə	sɔusə	flɑw	sneuw		du	dopə			dɔsɪ	bɪndɪ	
Goes		mə	vrɪnt				wærək	ɔp	sxɪp	kreɣə		brotbruət			viŋər		fir	bir	twɪ	dri	æ	knʏpəl	k	kni	ɣəzi				kærl		stɪən	brɪjər			dyvəl	xəblevə	miəstər	ziə	ɣrɑx		stel	bezəm		ɣərupə	per	ripə	ɣælt	færə	briŋə		zwæm		bæt			spriŋə		vɔdər	zæs	jɛr	sxolə	latəŋ	ɣaə		pʊtəm	bɛn	feɪ	mært	nɔx	kɔut	kæsə	ɣef	lɪxt	pært	teɣə		kæəs		dɑx	ævət		bʊstbɑst	brif	ɑrtə	spɑnə	niwə	kɑrə	zønə	konəŋ	ʊk	xəwɪst		lɑŋə		kɛntjə	wɑz	dʊxtərtj	bʊs	lɑdər	mʊnt	druəɣə	dɔrst	wæx		væʃjə	xut	kældər	fu	mɔst		trɪŋkə	brur	muj		dʏn	zyr	pɪt	yrə			vir		dɑwə	ɛbə	stɪk	brʏɣə	føln	kʊmə	dør		ɣɑs		bɑkə	jə	ajərz	kriɣən		wærə	vyf		oj	ɪz	xrun	buʊpjɪ	win	yz	mælək	spœt	kuj	kɔstər		byɣə		blɑuw	ɣəsloɣən	sɑus	flɔuw	snɪəw		du	dopə			dɔsə	bɪndə	
Middelburg	kikəs	mə	vrɪnt	blʊmə	spɪnə	məʃinəs	wærək	ɔp	sxɪp	kreɣə	bəsxɪməl	brot	tɪmərmɑn	splɪntər	vɪŋər	fəbrik	fir	bir	twɛ	dri	i	knʏpəl	k	kni	ɣəzin	kɔpəspɪnvaiɣər	pɛt	pɑdəstul	vænt	brɪjə	steənə	brejər	breəsti	stɑmbelt	dyvəlnomjoz	xəblevə	mestər	zeɪ	ɣrɑx	pinɪzəkel	stel	bezəm	ne	ɣərupə	pɛr	rip	ɣælt	fær	briŋə	vrɔw	zwæmən	stærək	bæt	ɔplɪxtɪ	mæsəlær	spriŋə		vadər	zɛz	jɑr	sxoul	lɑtə	ɣɑn	wɔtər	pɔtə	bɛn	fe	mɑrt	nɔx	kɑut	kæs	xefd	lɪxt	pært	teɣə	zwɑlywə	kɑs	moutər	dɑx	ɑvənt	juŋətjə	bɑrst		art	spɑnə	niwə	kɑr	zoun	konɪŋ	ok	xəwest	rozən	lɑŋə	woərt	kɪntjə	wɑz	dɔxtərtjɪ	bɔs	lɑdər	mʊnt	drox	dɔstdɔrst	wæx		litjə	xut	kældər	fo	must	ɔsəblut	drɪŋkən	brur	mui	kærəmælək	dʏn	zyr	pʏt	yr	itɑljə	bærəɣə	vyr	spyɣən	dɑwə	ɛbə	stʏk	brʏx	følən	kʊmə	dør	nɑjə	ɣrɑs	brɑuwər	bɑkə	jə	ɑjərs	kriɣən	mɑrt	wɑrə	vœf	ækəls	oj	ɪz	xrun	bomtjɪ	win	ys	mɛlək	spœyt	kuj	kɔstər	krywɑɣə	byɣən	dʏtsərs	blɑuw	ɣəslɑɣə	sɑuz	flɑuw	sneəw	stɑt	dun	dopə	dopbækədopfʊnt	sʊldɑtən	dɔsɪ	bɪndə	ɣəbʊndə
Kapelle	tjuknz	mə	vrint	blʊm	spɪn	məsin	wærək	ʊp	sxɪp	kreɣn	bəsxʏməld	bruʊt	tʏmərmɑn	splɪntər	viŋər	fɑbrik	fir	bir	twɛ	dri	i	knʏpəl	ɪk	kni	əzin	ryɣəsyərtryɣəsyət	pætə	spokəbruət	kærl	brɪɛjə	stiən	brɪjər	briəstə	stɑmbelt	dyvəl	əblevn	mɪəstər	ziə	ɣrɑx	pinɪzəŋkelə	stel	beməs	nijə	ərupm	perə	ripə	ɣælt	fɔrə	stirn	vrɔuwə	zwæmən	stærək	bæd	ɔplɪxən	mæslær	sprɪŋən	stytə	vɔdər	zɛz	jar	sxolə	lɛtn	ɣɛn	wɛtər	pɔtn	bɛn	fe	mærtə	nɔx	kɔut	kæsə	ɣefd	lɪxt	pært		zwæləmtjɪs	kɛəs	motɔr	dɑxə	ævn	jʊŋʃi	bɔstə	brif	ɑrtə	spɑn	niwə	kɑrə	zønə	konək	ok	əwɪst	rozn	lɑŋə	wort	kɪntjə	waz	mɪʃji	bʏs	lɑdər	mʊnd	druɔɣə	dʏst	wæɣ	krɔm	væʃi	xut	kɛldər	fo	mɔst	ɔsəblud	drɪŋkn	brur	muə	kærəmælək	dɪnə	zyr	pɪt	yrə	ɪtɑlijə	bærɣən	vir	spijən	dɔuwən	æ	stɪk	brʏɣə	kɔxəltj	kʊməŋkʊm	dørə	nɔjɪn	ɣɔs	brɔwər	bɑkən	jə	ɛijərs		mɑrt	wɑzn	vyf	ɛikls	oɪ	ɪz	xrun	bompji	win	yz	mælək	spœyt	kujə		krywɛɣən	byɣn	dœtsərs	blɛəw	əsloɣn	sɔus	flɔuw	sniə	stɑt	duən	dopən	dopbækən	sʊldɔtən	dɔsn	bɪn	əbʊn
Breskens	undərz	mə	vrɪnt	blʊm	spɪn	məʃin	wɛrək	ɔp	sxɪp	kreɣn	bəsxɪməld	bruɔt	tɪmərmɑn	splɪntər	viŋər	fɑbrik	fir	bir	twɪ	dri	i	knʏpəl	k	kni	ɣəzi	kɔpəjɔɣər	pætə	pɑdəstuəlpɛrəplytxi	vɪnt	brɪə	stɪən	brɪirə	brɪitstə	stɑmbelt		xəblevn	miɪstər		ɣrɔx	pinɪnzəkelə	stelstɔk	bezm	niɪ	ɣəropm	perə	ripə	ɣælt	fɛrə	briŋ	vrɔwə	zwɛmn	stærk	bæd	ɔplɪxtn	mɛtslɔər	sprɪŋn		vɔdər	zɛz	jɔr	sxolə	lɔtn	ɣɔn	wɔtər	pɔtn	zɛn	fe	mɛərt	nɔx	kɔut	kɛsə	ɣef	lɪxt	pɛrt	teɣn	zwɔlywn	kɔs	motɔr	dɑx	ɔvnt	fɛntjə	bɔst	brif	ɛrtə	spɑn	niwə	kɑrə	zønə	konɪŋ	uk	xəwɪst	ruzn	lɑŋə	wort	kɪntjə	wɑz	dɔxtərtji	bɔs	lɑdər	munt	druɔɣə	dʏst	wɛx	krʊm	vɛʃi	xut	kældər	fuɔ	mɔst	ɔsəblut	trɪŋkn	brur	mux	kɛrnəmɛlk	dʏnə	zyr	pʏt	yrə	itɔljə	bɛrɣn	vir	spyɣən	dow	æm	stɪk	brʏɣə	føln	kɔmn	dørə	nɔjn	ɣɔs	brɔwər	bɑkŋ	jə	ɛjərs	kriɣən	mɔrt	wɔrn	vyf	ɛikəls	wɔi	ɛz	xrun	buɔmpj	wi	ys	mɛlək	spœjt	ku	kɔstər	krywɔɣn	byɣn	dœjtsərs	blɔw	ɣəsloɣn	sɔs		snɪəw	stɑt	du	duɔpm	duɔpbækn	sɔldɔldɔtn	dɔsn	bɪn	ɣbʊn
Lamswaarde	undərz	mɛ	vrint	blʊmə	spɪnə	mɑʃin	wærək	ɔp	sxɪp	kreɣn	bəsxʏməl	bruɔt	tɪmərmɑn	splɛntər	vɪŋər	fɑbrɪk	fir	bir	twɪ	drɑi	ɛi	klɪpəl	k	kni	ɣəzin	spɪnəkɔpbɔstl	pæt	dyvəlsbruət	kjærl	briə	stiən	briərə	briətstə	stambelt	lysɪfɛər	xəblevən	mɪəstər	ziə	ɣɪærn	pɛinɪzɛŋkel	stel	bæsəm	niə	ɣəropən	pjær	rɛp	ɣɛlt	wɛid	brɛŋən	vrɔw	zwɛmn	stærk	bæt	ɔplɪxtn	mætslɪər	sprɪŋən		vɔdər	zɛs	jɔr	sxol	lɔtə	ɣʊn	wɔtər	pɔtn	zɛn	fel	mɪjært	nɔx	kɔut	kɪjæs	xeft	lɪxt	pjært	teɣə	zwɔly	kɔs	motər	dɑx	ɔvət	mɑnəkə	sxør	brif	ɑrt	spɑnə	nyvə	kɔr	zon	konɪk	uk	xəwɪst	ruɔzn	lɑŋə		kɪntjə	wɑz	dɔxtərkən	bʊs	liər	mʊnt	druʊx	dʏst	wæx	krʊm	likskə	xu	kɛldər	fo	mɔst	ɔsəblut	trɪŋkən	brur	mux	kɛrnəmɛlək	dʏn	zyr	pʏtə	yr	itɔljə	bærɣən	vir	spuxən	dɔuwən	æ	stɪk	brʏx	føln	kɔmə	dør	nʊɪn	ɣɔs	brɔwər	bɑkən	ɣə	ɑjərs	krɛɣən	mɑrt	wɔərn	vɛif	ɪəkls	oɪj	ɪs	xrun	bumkən	wɛn	œs	mælək	spœt	kuj	kɔstər	krʊwɔɣn	bœɣn	dœtsərs	blɔwt	xəsloɣən	sɔus	flɔw	snɪəw	stɑt	dun	dupm	duəpfʊnt	sɔldɔtn	dʏsn	bɪn	ɣəbɔn
Groenendijk		mɛnə	vrɪnt				wærk	ɔp	sxɪp	kreɣə		bruɔt			vɪŋər		fir	bir	twɪə	dri	ɛi	klɪpəl	ɪk	kni	ɣəzin				kjærl		stiən	briərə			lysifɛər	xəblevn	mɪəstər	ziə	ɣjærnə		stel	bæsəm		ɣəropm	pjær	rɛip	ɣæld	wɛid	brɛŋən		zwæmən		bæd			sprɪŋn		vʊdər	zɛs	jɔr	sxol	lɔtə	ɣʊn		pʊtə	zɛn	fe	mɪjært	nʊx	kɔut	kijæz		lɪxt	pjært	teɣə		kʊəs		dɑx	ʊvət		sxør	brif	ɑrt	spɑnə	niwə	kɑr	zøn	kønɪŋk	uk	xəwɪst		lɑŋə	wort	kɪnt	wɑz	dʊxtər	bɔs	liər	mʊnt	druɔx	dʏst	wæx	krʊm	likskən	xu	kɛldər	fur			drɪŋkən	brur	mux		dʏn	zyr	pʏt	yr			vyr		dɑwən	æ	stʏk	brʏx	føln	kʊmə	dør		ɣɔs		bɑkŋ	ɣə	ɑjərs	krɛɣən		wɔrə	vɛif		uɪ	ɪs	xrun	buɔmkə	wɛn	ʏz	mælək	spʏt	kuj	kʊstər		bœyɣə		blɑuw	ɣəsloɣən	sɔuz	flɔuw	sniəw		dun	duʊpən			dʏsn	bɪn	
Ossendrecht		mənə	vrint				wærək	ɔp	sxip	kreɣə		bruʊt			viŋər		fir	bir	twe	dri	æ	knypəl	ɪk	kni	ɣəzin				kɛrəl		stiənə	breər			lysəfɛər	xəblevə	mɪəstər	zei	ɣɛərə		stel	bɛsəm		ɣərupə	pɛr	ræp	ɣɛlt	wɛd	briŋə		swɛmə		bɛt			sprɪŋən		vɔdər	zɛs	jɔr	sxol	lɔtə	ɣɔn		pɔtə	zɛn	fəl	mɛrt	nɔx	kɔut	kɛrs	xəfd	lixt	pɛərt	teɣəteɣə		kɛs		dax	ɔvət		sxør	brif	ært	spɑnə	nywə	kar	zøn	konəŋ	uk	xəwist		laŋə	woərt	kintjə	waz	dɔxtərkə	bɔs	lɪər	mʊnt	druʊx	dʏst	wɛx	krʊm	likə	xut	kɛldər	før	mɔstmust		triŋkə	brur	muj		dyn	zyr	pyt	yr			vyr		dɑwə	ɛmə	styk	bryx	følə	kɔmə	dør		ɣras		bɑkə	ɣə	ɑjərs	krɛɣə		wɔrə	vɛf		u	ɪs	xrun	buəməkə	wɛn	ʏs	mɛlək	spʏt	kuj	kʏstər		bʏɣə		blɑuw	ɣəslɔɣə	sɑus	flɑʊw	snɪəw		dun	duɔpə			dʏrsə	bɪnə	
Zandvliet		mɛnə	vrint				wærək	up	sxip	kreɣə		bruət			viŋər		fir	bir	twɑi	drɛ	ɑi	klypəl	ɪk	kni	ɣəzin				vɛnte		stiənə	brɑiərə			dyvəl	xəblevə	miəstər	ziə	ɣiɛrə		stel	bɛsəm		ɣərupə	pɛr	rɛp	ɣɛlt	wɛd	brɪŋə		swʏmən		bɛt			sprɪŋən		vɔdər	zɛs	jɔr	sxol	lɔtə	ɣɔn		pɔtə	zæn	føl	mɛərt	nɔx	kɔut	kɛəs	xefd	lixt	pɛərt			kɛs		dax	ɔvət		sxør	brif	ært	spɑnə	nif	kɑr	zøn	kønɪŋ	uək	xəwɪst		lɑŋə		kinəkə	wɑz	dɔxtərkə	bɔs	liər	mʊnt	druʊx	dʏrst	wɛx	krum	likə	xut	kɛldər	fər	must		triŋkə	bryr	muj		dyn	zyr	pyt	yr			vir		dɑwə	ɛmə	styk	bryx	vølənføləkən	kɔmə	dør		ɣærs		bakə	ɣə	ajərs	krɛɣən		wɔrə	vɛf		uɪ	is	xryn	buəmkə	wɛin	ʏz	mɛlək	spʏt	kuj	kʏstər		bʏɣə		blɑuw	ɣəslɔɣə	saz	flaw	sniəw		dun	duʊpə			dʏrsə	bɛnə	
Clinge		mɛnə	vrint				wɛrək	ɔp	sxɪpə	kreɣə		bryət			vɪŋər		fir	bir	twiə	dræ	æ	klɪpəl	k	kni	ɣəzin				kɪərl		stiən	briərə			lysifær	xəblevən	miɪstr	ziə	ɣjærə		stel	bæsɔm		ɣəropm	pɪjær	rɛəp	ɣɛlt	fær	brɛŋ		zwæmən		bæt			sprɪŋən		vʊdər	zæs	jɔr	sxol	lɔətə	ɣɔən		pɔtn	zɛn	fel	mɪjært	nɔx	kɔt	kijæs	xefd	lɪxt	pjært	teɣə		kʊəs		dɑx	ʊvət		sxør	brif	ært	spɑnə	nyve	kar	zøn	kønɪŋ	ʏk	xəwɪst		lɑŋə	wort	kɪntʃə	wɑz	dɔxtərtʃən	bɔs	liər	mʊnt	dryɔx	dʏst	wæx	krʊm	likskə	xu	kɛldər	fər	must		trɪŋkə	brur	mu		dʏn	zyr	pʏt	yr			vyr		dʊɣən	æ	stʏk	brʏx	føln	kɔmə	dør		ɣɑs		bɑkŋ	ɣə	ærn	krɛɣn		wʊrə	vɛəf		uɔ	ɪs	xrun	byəmkə	wɛən	ʏz	mɛlk	spɪət	ku	kʊstər		bʏɣə		blɑt	xəsloɣən	sɔz	flɔ	sniə		dun	dyəpm			dʏsn	bɪn	
Kieldrecht	kikəs	mænə	vrint	blʊmə	spɪnə	mɑsinə	wærək	ʊp	sxɪp	kreɣə	bəsxʏməld	bryət	tæmərmɑn	splæntər	vɪŋər	fɑbrik	fir	bir	twɪ	dræ	æ	klɪpər	k	kni	ɣəzin	kʊpjʊɣər	klɑk	dyvəlzbryət	kɪɛrl	briə	stiənə	briər	brɪətstə	stɑmbelt	lysəfɛær	xəblevə	miəstər	ziə	ɣɪɛərə	pɛnɪzɛŋkel	stel	bæsʊm	niə	ɣəropə	pɪær	rɛp	ɣælt	fær	brɛŋə	vrɑ	zwæmən	stærək	bæt	ʊpæfə	mætsər	sprɪŋən	bʊtrɑm	vɔdər	zæs	jɔr	sxol	lʊtə	ɣʊn	wʊtər	pʊtə	zɛn	fel	mɛært	nʊx	kɔt	kjæs	xefd	lɪxt	pjɛrt	teɣə	zwʊləmə	kʊs	mɔtør	dɑx	ʊvət	mɑnəkə		brif	ært	spɑnə	nyvə	kær	zøn	kønɪŋk	yəkyək	xəwɪstxəwɛst	ryəzn	lɑŋə	wort	kɪnəkə	wɑz	dʊxtərkən	bʊs	liər		dryəx	dʏst	wæx		likə	xu	kældər	fər	mʊst	ʊsəmblut	trɪŋkən	brur	muj	kɛrəmæləkbotərmælək	dʏn	zyr	pʏt	yr	itʊljə	bærɣə	vir	spʊɣə	dɑn	æn	stɪk	brʏx	føln	kɔmə	dør	nʊɑnnjɑn	ɣɑs	brʊr	bɑkən	ɣə	ærə	krɛɣən	mɔrt	wɔrə	vɛf	iəkəls	oi	ɪs	xrun	byəmkə	wɛn	ʏz	mælək	spɪətstritst	kuj	kʊstər	krʏwʊɣə	bʏɣə	dʏtsərsmufən	blʊt	xəsloɣə	sʊz	flʊ	sniə	stɑt	dun	dyəpə	dyəpfʊnt		dʏsə	bɪnə	ɣəbʊnə
Moerkerke		məm	vrind				wærk	ɛp	sʔɪp	kreɣən		brʊət			viŋərə		vir	bir	twɪ	dri	ɪ	stɔk	k	kniŋ	ɣəzin				kɛrl		stɪən	brɪədərə			lysəfɛər	ʔəblev	mɪəstər	zɪɛ	ɣærə		stɛrd	bezm		ɣəropm	pɛər	ripə	ɣælt	færə	briŋn		zwɛm		bæd			sprɪŋn		vʊdər	zɛz	jɔr	sʔxolə	lɔtn	ɣʊn		pɔtn	zɛn	felə	mɔrtə	nɔx	kud	kɛəsə	ɣef		pɛrt			kɔs		dɑx	ɔvnt		bæst	brif	ærtə	spɑn	niwə	kɑrə	zønə	køniŋk	uʊk	ʔxəwest		lɑŋə	wort	kintʃə	wɑz	kɪntjə	bɔs	lɪərə	mʊnd	druɔɣə	dʏst	wæx	krɔm	litjə	xu	kældər	fo	mɔstn		trɪŋkn	brurə	mux		dɪn	zyr	pʏt	ørə			vyr		dyw	ɛ	stɪk	brʏɣə	føln	kʊmə	dør		ɣɑs		bɑkŋ	ɣə	ɛjərs	kriɣən		wɔrn	vyf		oij	ɪ	ʔhrunə	buʊmkə	win	yz	mɛlk	spɛit	ku	kɔstər		byɣn		blow	ɣəsleɣ	sɔus		snɪəw		dun	duɔpm			dæstn	bɪndn	
Assenede		mɛnə	vrint				wɪərk	ɔp	sxep	kren		bryət			viŋɣərə		fir	bir	twiə	drɛɪ	ɛ	stʊk	ɪk	knin	ɣəzin				kɛrlə		stiən	briərə			lysifɛər	xəblevn	miəstrə	ziə	ɣɛrnə		stel	bæsmə		ɣəropm	pɛərə	rɛpə	ɣæld	færə	brɛŋn		zwæmn		bæd			sprɪŋn		vʊədrə	zæs	jʊər	sxol	lɔətə	ɣɔɪn		pʊtn	zɛn	felə	mɔərtə	nʊx	kɑyt	kɛsə	ɣef	liəxt	pɛərt	teɣ		kʊəs		dɑx	ʊvn		bʏts	brif	ærtə	spɑ	niwə	kærə	zønə	kønɪŋk	yək	xəwest		lɑŋɣə	wort	kɪənt	wɔr	dʊxtərkən	bʊs	liərə	mʊnt	dryəɣə	dʏst	wæx	krʊmkrʊmt	litʃə	xu	kældrə	før	mustə		trɪŋkn	brurə	mux		dʏn	zyr	pʏət	yrə			vir		dɑən	æn	stɪək	brʏə	føln	kʊmə	dørə		ɣæs		bɑkn	ɣə	æərs	krɛən		wʊərn	vɛf		ø	æs	xrunə	byəmkə	wɛn	ʏz	mælk	spɛit	ku	kʊstər		bʏən		blɑit	xəsleɪn	sɑəsə	flɔji	sniə		dun	dyəpm			dʊsxən	bɪəndn	
Zelzate	kikəs	mɛnə	vrint	blʊm	spɪn	mɑsinə	wɪərk	ɔp	sxep	kreɣə	bəsxæməl	bryət	tæmərmɑn	splæntr	vɪŋərə	fɑbrik	fir	bir	twi	dræ	ɛ	klɪəpləstʊk	k	knin	ɣəzin	kʊpəjɔɣrə	mʏətsə	pɑdəstul	kɪərlə	briə	stiən	briərə	briətstə	stɑmbelt	lysifɛr	xəblevn	miəstərə	ziə	ɣɛərn	kelpɛnə	stel	bæsmə	niə	ɣəropm	pɛər	rɛpə	ɣælt	færə	brɛŋn	wɛfvrɔə	zwæmn	stɪərk	bæd	ɔpæfn	mætsər	sprɪən	bɔtrɑm	vɔədr	zæs	jɔər	sxolə	lɔətə	ɣɔən	wʊətər	pʊtn	zɛn	felə	mɔrt	nʊx	kɔyt	kɛəsə	ɣed	lɪəxt	pɛərt	teɣə	zwɑlʊms	kɔəs	mɔtør	dɑx	ɔvət	mɑnəkə	splet	brif	ærtə	spɑnə	nivə	kærə	zønə	kønɪŋk	yək	xəwest	ryəzn	lɑŋɣə	wɔrt	kɪəndəkə	wɔr	dʊxtərkən	bʊs	liərə	mʊnt	dryəɣə	dʏst	wæx	krʊm	litsə	xu	kældər	fər	mʊst	ʊsəmblut	trɪŋkn	brurə	mux	kɪərəmælk	dʏn	zyrə	pʏət	yrə	itɔlə	bɪərɣn	vyr	spɔən	dɔɑn	æn	stiək	brʏɣə	føln	kʊmə	dør	nɔɪn	ɣæs	brɔərə	bɑkn	ɣə	æərs	krɛɣn	mɔrt	wɔərə	vɛf	ɪəkəls	ø	æs	xrun	byəmkə	wɛn	ʏz	mælk	spɛit	ku	kʊstrə	krʏwɔɣnə	bʏɣn	dʏtsərs	blɔyd	xəsleɣnxəslen	sɔs	flɔi	sniə	stɑt	dun	dyəpm	dyəpfʊntə	sɔldɔətn	dʏsxən	biəndn	ɣəbʊndn
Moerbeke		mɛnə	vrind				wɪərk	ɔp	sxep	kreɣə		bryət			vɪŋərə		fir	bir	twiə	dræ	ɛ	stʊk	k	kni	ɣəzin				kɛərl		stiən	briərə			lysifɛər	xəblevn	miəstər	ziə	ɣɛərn		stel	bæsmə		xəropn	pɪər	rɛpə	ɣælt	færə	brɛŋn		zwæmən		badə			sprɪŋn		vɔdər	zæs	jɔr	sxolə	lɔətə	ɣʊən		pʊtn	zɛn	felə	mɔərt	nɔx	kɑt	kɪəsə	ɣefd	lɪxt	pɛərt	təɣə		kʊəs		dɑx	ɔvnt		sxør	brif	ærtə	spɑnə	nivə	kærə	zønə	kønɪŋk	yək	xəwest		lɑŋɣə	wort	kintʃə	wɑz	mɛskən		liərə	mʊnd	dryəɣə	dʏst	wæx		likskə	xu	kældər	før	mʊst		trɪŋkn	brurə	mu		dʏn	zyr	pʏt	yrə			vyr		dɔɣn	æ	stɪk	brʏɣ	føl	kʊmə	dørə		ɣɑs		bɑkn	ɣə	æərs	krɛən		wɔərə	vɛf		oj	ɛs	xrun	byəməkə	wɛn	ʏz	mælk	spiət	ku	kʊstər		bʏɣə		blɑ	ɣəsleɣn	sɔs	flɔ	sniə		dun	dyəpn			dʏsn	bɪn	
